,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1051,Pervomayskoye,RU,43.919,46.7102,44.1,82,97,15.37,overcast clouds
1052,Bima,ID,-8.4667,118.7167,86.47,70,98,0.07,light rain
1053,Nicoya,CR,10.1483,-85.452,70.52,88,100,2.48,overcast clouds
1054,Mayumba,GA,-3.432,10.6554,77.65,87,99,0.6,moderate rain
1055,Bousso,TD,10.4795,16.7117,83.88,19,8,6.6,clear sky
1056,San Jose,US,37.3394,-121.895,57.58,74,1,3.44,clear sky
1057,Paso De Los Toros,UY,-32.8167,-56.5167,53.19,77,0,9.28,clear sky
1058,Ust-Nera,RU,64.5667,143.2,-17.14,97,100,4.54,overcast clouds
1059,Zarubino,RU,42.63,131.0922,30.27,40,39,26.35,scattered clouds
1060,Marsh Harbour,BS,26.5412,-77.0636,69.64,64,100,20.74,overcast clouds
1061,Karpogory,RU,64.0019,44.4451,12.81,92,99,5.59,overcast clouds
1062,Gamba,GA,-2.65,10.0,77.72,85,86,2.26,light rain
1063,Micheweni,TZ,-4.9667,39.8333,84.24,71,42,6.44,scattered clouds
1064,Plastun,RU,44.7561,136.2939,24.3,62,100,12.28,overcast clouds
1065,Bagdarin,RU,54.4333,113.6,6.06,81,34,1.39,scattered clouds
1066,Kralendijk,BQ,12.15,-68.2667,78.78,83,20,9.22,few clouds
1067,Canton,CN,23.1167,113.25,73.99,25,0,5.93,clear sky
1068,Gao,ML,16.6362,1.637,74.8,29,8,13.38,clear sky
1069,Rundu,NA,-17.9333,19.7667,83.43,10,4,4.68,clear sky
1070,Yangambi,CD,0.8102,24.4336,79.02,78,83,2.24,broken clouds
1071,Salvador,SV,13.8333,-88.9167,73.8,85,61,3.69,broken clouds
1072,Jacmel,HT,18.2342,-72.5347,73.24,86,100,6.46,overcast clouds
1073,Ongandjera,NA,-17.8833,15.0667,76.86,19,0,1.77,clear sky
1074,Kondoa,TZ,-4.9,35.7833,83.57,34,13,6.08,few clouds
1075,That Phanom,TH,16.9364,104.7104,82.6,50,58,14.85,broken clouds
1076,Amuntai,ID,-2.4177,115.2494,84.69,81,100,2.82,overcast clouds
1077,Puerto Vallarta,MX,20.6204,-105.2307,70.7,80,12,3.49,few clouds
1078,Bataipora,BR,-22.2953,-53.2711,74.62,44,100,2.98,overcast clouds
1079,Haifa,IL,32.8156,34.9892,70.21,55,0,9.22,clear sky
1080,Saint-Joseph,RE,-21.3667,55.6167,84.56,66,30,0.54,scattered clouds
1081,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,90,100,20.6,overcast clouds
1082,Harrisburg,US,40.2737,-76.8844,33.15,66,1,1.99,clear sky
1083,Redlands,US,34.0556,-117.1825,59.63,48,1,0.0,clear sky
1084,Chanika,TZ,-5.4167,38.0167,89.01,42,25,1.97,scattered clouds
1085,Akdepe,TM,42.0551,59.3788,53.69,38,9,10.07,clear sky
1086,Torit,SS,4.4133,32.5678,89.92,30,24,4.12,few clouds
1087,Thap Than,TH,15.4606,99.8917,79.07,65,99,5.01,overcast clouds
1088,Littleton,US,39.6133,-105.0166,54.54,31,75,1.01,broken clouds
1089,Roverud,NO,60.2521,12.055,39.85,87,100,2.17,overcast clouds
1090,Ustrzyki Dolne,PL,49.4304,22.5938,34.47,100,79,3.44,broken clouds
1091,Kieta,PG,-6.2167,155.6333,83.32,76,36,4.7,scattered clouds
1092,Yagunovskiy,RU,55.2828,85.978,24.24,80,75,15.66,broken clouds
1093,Mongoumba,CF,3.6415,18.5936,81.59,47,88,1.59,overcast clouds
1094,Erice,IT,38.037,12.5865,55.6,88,40,2.3,scattered clouds
1095,Baculin,PH,7.4525,126.5842,80.83,86,100,1.05,light rain
1096,Aviles,ES,43.5547,-5.9248,56.73,89,75,15.01,broken clouds
1097,Covington,US,39.0837,-84.5086,35.22,71,1,11.5,clear sky
1098,Ruza,RU,55.699,36.1952,21.34,69,100,12.15,overcast clouds
1099,Yeniseysk,RU,58.4497,92.1703,25.41,81,100,9.4,overcast clouds
1100,Grajau,BR,-5.8194,-46.1386,73.76,89,65,1.57,broken clouds
1101,Erzin,TR,36.9559,36.2,59.52,58,100,0.96,overcast clouds
1102,Namanga,KE,-2.5433,36.7905,78.58,45,12,5.61,few clouds
1103,Martapura,ID,-3.4167,114.85,82.49,74,40,6.91,scattered clouds
1104,Constitucion,CL,-35.3333,-72.4167,55.04,87,74,11.36,broken clouds
1105,Sao Sebastiao,BR,-23.76,-45.4097,71.51,93,100,7.78,overcast clouds
1106,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.7,99,100,1.39,overcast clouds
1107,Zhigalovo,RU,54.8097,105.1578,23.04,82,16,2.66,few clouds
1108,Narasannapeta,IN,18.4167,84.05,84.54,66,29,8.88,scattered clouds
1109,Kuryk,KZ,43.2,51.65,53.82,82,88,5.35,overcast clouds
1110,Chepareria,KE,1.3077,35.2039,75.27,44,17,6.44,few clouds
1111,Batagay,RU,67.6333,134.6333,-37.97,99,42,1.34,scattered clouds
1112,Itaueira,BR,-7.6033,-43.0256,73.35,81,10,2.08,clear sky
1113,Xining,CN,36.6167,101.7667,39.67,21,0,2.8,clear sky
1114,Isiolo,KE,0.3546,37.5822,81.79,38,6,3.65,clear sky
1115,Kilindoni,TZ,-7.9139,39.6668,82.47,70,75,5.99,broken clouds
1116,Pyapon,MM,16.2833,95.6833,87.42,63,12,8.19,few clouds
1117,Plainview,US,40.7765,-73.4673,32.76,62,1,1.99,clear sky
1118,Coatzacoalcos,MX,18.15,-94.4167,72.43,80,22,0.94,few clouds
1119,Aykhal,RU,66.0,111.5,-19.26,99,68,6.89,broken clouds
1120,Itanagar,IN,27.1,93.6167,75.83,52,25,3.8,scattered clouds
1121,Lebork,PL,54.5392,17.7501,44.92,87,100,11.7,overcast clouds
1122,Benguela,AO,-12.5763,13.4055,79.68,75,99,2.15,overcast clouds
1123,Okha,RU,53.5739,142.9478,32.16,84,100,11.72,overcast clouds
1124,Bolgatanga,GH,10.7856,-0.8514,76.93,24,61,2.55,broken clouds
1125,Kasongo-Lunda,CD,-6.4667,16.8167,76.26,84,53,1.99,broken clouds
1126,Sukumo,JP,32.9333,132.7333,54.82,59,91,10.0,overcast clouds
1127,Yekaterinoslavka,RU,50.3734,129.1139,20.95,82,95,16.44,overcast clouds
1128,Fort Nelson,CA,58.8053,-122.7002,-11.61,84,75,3.44,broken clouds
1129,Superior,US,46.7208,-92.1041,42.62,67,75,0.0,broken clouds
1130,Tabas,IR,33.5959,56.9244,65.61,39,0,1.92,clear sky
1131,Ritchie,ZA,-29.038,24.6028,65.41,39,17,8.08,few clouds
1132,Salina Cruz,MX,16.1667,-95.2,74.41,71,0,19.46,clear sky
1133,Kelowna,CA,49.8831,-119.4857,33.82,93,75,4.61,broken clouds
1134,Dudinka,RU,69.4058,86.1778,15.42,84,100,13.44,overcast clouds
1135,Tianmen,CN,30.6516,113.1603,66.29,31,13,7.4,few clouds
1136,Tselinnoye,RU,53.0833,85.6667,24.24,85,91,11.72,overcast clouds
1137,Plettenberg Bay,ZA,-34.0527,23.3716,62.17,60,100,5.3,overcast clouds
1138,Candelaria,PH,13.9311,121.4233,84.83,67,66,10.33,broken clouds
1139,Mazatan,MX,14.8667,-92.45,75.27,100,75,4.61,broken clouds
1140,Eskil,TR,38.4017,33.4131,51.08,76,100,6.26,overcast clouds
1141,Loandjili,CG,-4.7561,11.8578,79.38,83,99,6.02,light rain
1142,Samana,DO,19.2056,-69.3369,74.98,87,100,5.1,overcast clouds
1143,Imeni Poliny Osipenko,RU,52.4201,136.4853,11.19,97,23,1.36,few clouds
1144,High Rock,BS,26.6208,-78.2833,66.22,64,100,20.45,overcast clouds
1145,Zhangye,CN,38.9342,100.4517,50.77,9,0,5.17,clear sky
1146,Wloclawek,PL,52.6482,19.0678,41.34,79,100,11.97,overcast clouds
1147,Salinas,US,36.6777,-121.6555,57.69,81,1,3.44,clear sky
1148,Tutoia,BR,-2.7619,-42.2744,79.97,78,49,10.58,scattered clouds
1149,Saint-Denis,FR,48.9167,2.3333,39.24,96,90,1.99,mist
1150,Dejen,ET,10.1667,38.1333,61.86,43,32,4.36,scattered clouds
1151,Rubidoux,US,33.9961,-117.4056,61.11,57,1,0.0,clear sky
1152,Bajos De Haina,DO,18.4154,-70.0332,75.16,89,100,5.77,overcast clouds
1153,Natori,JP,38.1691,140.8823,46.06,65,40,12.66,scattered clouds
1154,San Marcos,US,33.1434,-117.1661,59.22,90,1,3.0,clear sky
1155,Ewa Beach,US,21.3156,-158.0072,75.15,72,1,3.0,clear sky
1156,Zhenlai,CN,45.8495,123.2973,20.05,66,14,8.43,few clouds
1157,Tiarei,PF,-17.5333,-149.3333,78.82,78,51,7.36,broken clouds
1158,Lehigh Acres,US,26.6254,-81.6248,53.94,80,1,1.99,clear sky
1159,Juegang,CN,32.3174,121.1855,57.76,28,0,11.61,clear sky
1160,Najran,SA,17.4924,44.1277,74.05,26,44,8.77,scattered clouds
1161,Mabama,TZ,-5.1333,32.5333,85.86,37,100,1.3,overcast clouds
1162,Verkhoyansk,RU,67.5447,133.385,-39.87,100,38,2.06,scattered clouds
1163,San Blas,MX,21.5167,-105.2667,75.58,73,96,2.35,overcast clouds
1164,Luwuk,ID,-0.9516,122.7875,82.65,81,100,0.04,overcast clouds
1165,Ilheus,BR,-14.7889,-39.0494,71.28,95,43,5.39,scattered clouds
1166,Falmouth,GB,50.1544,-5.0711,45.5,87,90,1.14,overcast clouds
1167,Saint-Francois,FR,46.4154,3.9054,33.67,91,90,3.44,overcast clouds
1168,Banepa,NP,27.6298,85.5214,66.52,42,20,2.3,few clouds
1169,Morro Bay,US,35.3658,-120.8499,60.78,71,100,1.01,overcast clouds
1170,Shipitsyno,RU,61.2806,46.5208,10.33,97,75,4.54,broken clouds
1171,Horasan,TR,40.0458,42.1728,41.2,61,100,3.4,overcast clouds
1172,Kuchinarai,TH,16.541,104.05,87.71,49,77,13.56,broken clouds
1173,Gawler,AU,-34.6,138.7333,76.51,76,97,4.83,light rain
1174,Jibuti,DJ,11.5,42.5,81.82,41,65,5.93,broken clouds
1175,Rio Bueno,CL,-40.3167,-72.9667,55.54,100,56,2.48,broken clouds
1176,Rawah,IQ,34.4816,41.9093,64.4,44,60,3.06,broken clouds
1177,Tikamgarh,IN,24.745,78.8333,81.1,20,9,0.81,clear sky
1178,Vanimo,PG,-2.6741,141.3028,81.79,85,100,5.86,light rain
1179,Trujillo,PE,-8.116,-79.03,65.97,86,100,4.07,overcast clouds
1180,Severo-Yeniseyskiy,RU,60.3725,93.0408,22.62,89,100,12.82,overcast clouds
1181,Abnub,EG,27.2696,31.1511,67.84,47,63,5.28,broken clouds
1182,Baghmara,IN,23.795,86.2085,79.92,25,5,1.72,clear sky
1183,Doha,QA,25.2867,51.5333,82.38,47,0,16.11,clear sky
1184,Owando,CG,-0.4819,15.8999,73.06,93,98,1.5,overcast clouds
1185,Natchitoches,US,31.7668,-93.1335,48.88,93,1,0.0,clear sky
1186,Khuzhir,RU,53.1939,107.3397,27.95,75,88,1.25,overcast clouds
1187,Estelle,US,29.8458,-90.1067,54.99,63,1,0.0,clear sky
1188,Riberalta,BO,-10.9833,-66.1,74.84,91,100,1.72,overcast clouds
1189,Chkalovskoye,RU,44.8392,133.0436,21.97,72,100,13.82,overcast clouds
1190,Tombouctou,ML,20.0,-3.0,73.13,41,11,8.57,few clouds
1191,Taiyuan,CN,37.8694,112.5603,51.66,13,0,8.95,clear sky
1192,Sept-Iles,CA,50.2001,-66.3821,30.06,69,20,15.99,few clouds
1193,Valley City,US,46.9233,-98.0032,29.39,93,1,14.97,clear sky
1194,Altamont,US,42.2068,-121.7372,28.78,88,1,0.0,clear sky
1195,Opuwo,NA,-18.0607,13.84,78.22,13,0,9.35,clear sky
1196,Gobabis,NA,-22.45,18.9667,77.22,15,0,9.46,clear sky
1197,Maragogi,BR,-9.0122,-35.2225,76.73,82,94,7.29,overcast clouds
1198,Ures,MX,29.4333,-110.4,67.28,58,100,1.36,overcast clouds
1199,Sabang,ID,5.8933,95.3214,82.56,74,100,6.91,overcast clouds
1200,Raudeberg,NO,61.9875,5.1352,47.07,94,100,11.99,moderate rain
1201,Ignacio Zaragoza,MX,28.3833,-107.2167,43.56,66,100,7.07,overcast clouds
1202,Kang,BW,-23.6752,22.7876,77.5,23,0,8.32,clear sky
1203,Kiunga,PG,-6.1219,141.2906,80.92,88,100,3.44,overcast clouds
1204,Hit,IQ,33.6416,42.8251,66.47,42,88,2.73,overcast clouds
1205,Benalla,AU,-36.55,145.9833,73.15,89,100,6.6,overcast clouds
1206,Talcahuano,CL,-36.7167,-73.1167,55.08,100,90,5.75,light intensity drizzle
1207,Hope,US,33.6671,-93.5916,51.85,66,99,8.46,overcast clouds
1208,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,73.06,95,59,0.87,broken clouds
1209,Campina Grande Do Sul,BR,-25.3056,-49.0553,62.53,86,100,4.29,overcast clouds
1210,Constantine,DZ,36.365,6.6147,44.01,70,40,3.44,scattered clouds
1211,Touba,CI,8.2833,-7.6833,70.38,71,5,1.7,clear sky
1212,Ojinaga,MX,29.5667,-104.4167,63.55,45,1,8.05,clear sky
1213,Taranagar,IN,28.6709,75.0351,82.27,10,0,6.26,clear sky
1214,Sur,OM,22.5667,59.5289,86.14,22,8,3.0,clear sky
1215,Labuhan,ID,-6.8844,112.2051,88.99,59,100,2.86,overcast clouds
1216,Derzhavinsk,KZ,51.1,66.3167,23.32,95,100,4.85,snow
1217,Itapirapua,BR,-15.8233,-50.6133,71.92,93,100,2.46,light rain
1218,Burla,IN,21.5,83.8667,88.54,45,9,1.88,clear sky
1219,Huejuquilla El Alto,MX,22.6,-103.8667,60.01,61,98,2.73,overcast clouds
1220,Wainwright,CA,52.839,-110.8572,0.68,98,100,4.27,overcast clouds
1221,Fuxin,CN,42.0156,121.6589,28.81,83,3,0.43,clear sky
1222,Luanda,AO,-8.8368,13.2343,78.57,79,100,7.27,overcast clouds
1223,Langsa,ID,4.4683,97.9683,86.63,68,100,6.13,overcast clouds
1224,Talara,PE,-4.5772,-81.2719,67.42,79,100,11.59,overcast clouds
1225,Niquero,CU,20.0431,-77.5828,75.34,81,56,16.89,broken clouds
1226,Marawi,PH,7.9986,124.2928,76.64,91,100,4.92,overcast clouds
1227,Pithapuram,IN,17.1167,82.2667,89.92,65,89,10.16,overcast clouds
1228,Buta,CD,2.7858,24.73,80.83,51,20,2.15,few clouds
1229,Magistralnyy,RU,56.1725,107.4458,20.82,90,25,4.29,scattered clouds
1230,Yenagoa,NG,4.9247,6.2642,77.99,87,100,1.68,overcast clouds
1231,Khairagarh,IN,26.95,77.8167,77.76,23,0,4.74,clear sky
1232,Revda,RU,56.801,59.9303,16.61,85,90,9.95,overcast clouds
1233,Santa Cruz,BO,-17.8,-63.1667,72.86,88,75,13.8,broken clouds
1234,Asuncion,PY,-25.3007,-57.6359,71.04,100,100,0.0,fog
1235,Saint-Ambroise,CA,48.5501,-71.3324,23.58,87,25,5.91,scattered clouds
1236,Manjacaze,MZ,-24.7117,33.8828,75.43,59,64,12.91,broken clouds
1237,Kailua,US,21.4022,-157.7394,75.18,73,40,4.61,scattered clouds
1238,Dong Hoi,VN,17.4833,106.6,64.45,82,100,14.94,overcast clouds
1239,Pokosnoye,RU,55.5258,101.0536,23.63,80,100,2.28,overcast clouds
1240,Rongcheng,CN,30.634,117.8517,60.91,34,0,6.98,clear sky
1241,Solnechnyy,RU,50.7214,136.6319,12.0,96,99,2.06,overcast clouds
1242,Agadez,NE,19.75,10.25,73.76,20,100,6.8,overcast clouds
1243,Aransas Pass,US,27.9095,-97.15,71.96,78,1,8.99,clear sky
1244,Reinosa,ES,42.9996,-4.138,43.21,99,100,2.91,light rain
1245,Naron,ES,43.5167,-8.1528,54.68,80,100,15.03,overcast clouds
1246,Bastrop,US,32.7562,-91.8724,46.08,77,11,7.63,few clouds
1247,Brenham,US,30.1669,-96.3977,57.42,85,1,0.0,clear sky
1248,Tanete,ID,-3.9443,119.7848,88.81,62,88,5.7,overcast clouds
1249,Kerman,IR,30.2832,57.0788,53.46,66,75,4.61,broken clouds
1250,Yerbogachen,RU,61.2767,108.0108,10.74,95,97,7.9,overcast clouds
1251,Zima,RU,53.9202,102.0442,23.58,84,100,5.75,overcast clouds
1252,Biak,ID,-0.9131,122.8766,81.18,77,100,0.65,moderate rain
1253,Teeli,RU,51.0333,90.2333,32.34,52,91,4.68,overcast clouds
1254,Chauk,MM,20.8833,94.8167,83.97,51,5,8.12,clear sky
1255,Chanute,US,37.6792,-95.4572,55.51,50,1,23.02,clear sky
1256,Whitehorse,CA,60.7161,-135.0538,9.37,85,90,12.66,overcast clouds
1257,Swellendam,ZA,-34.0226,20.4417,66.58,62,100,9.51,overcast clouds
1258,Lujan,AR,-34.5703,-59.105,64.94,73,0,1.01,clear sky
1259,Anapskaya,RU,44.89,37.38,39.43,69,20,11.18,few clouds
1260,Potchefstroom,ZA,-26.7167,27.1,70.2,34,1,0.83,clear sky
1261,Krasnyy Oktyabr,RU,56.1167,38.8833,20.57,72,14,9.89,few clouds
1262,Nyurba,RU,63.2842,118.3319,-15.83,96,5,4.09,clear sky
1263,Zeya,RU,53.75,127.2667,20.89,55,100,6.29,overcast clouds
1264,Maneadero,MX,31.7167,-116.5667,56.1,89,0,1.01,clear sky
1265,Muroto,JP,33.2833,134.15,57.24,54,11,19.93,few clouds
1266,Larsnes,NO,62.2028,5.5773,48.02,92,100,14.7,moderate rain
1267,Riverton,US,40.5219,-111.9391,39.43,56,40,1.99,scattered clouds
1268,Khandyga,RU,62.6667,135.6,-14.78,98,100,1.97,overcast clouds
1269,Oparino,RU,59.8518,48.2783,12.13,97,96,4.09,overcast clouds
1270,Kargil,IN,34.5667,76.1,26.78,39,100,2.51,overcast clouds
1271,Mogapi,BW,-22.323,27.8349,73.06,62,32,14.14,scattered clouds
1272,Kawalu,ID,-7.3817,108.2082,85.44,63,89,1.83,overcast clouds
1273,Diffa,NE,13.3154,12.6113,79.0,28,85,11.5,overcast clouds
1274,Sembakung,ID,3.8167,117.25,80.53,70,100,2.42,overcast clouds
1275,Launceston,AU,-41.45,147.1667,73.04,64,93,4.0,overcast clouds
1276,Kattivakkam,IN,13.2167,80.3167,89.69,78,97,10.71,overcast clouds
1277,Amazar,RU,53.858,120.875,9.59,71,100,3.71,overcast clouds
1278,Puerto Colombia,CO,10.9878,-74.9547,78.89,83,100,7.23,overcast clouds
1279,Sao Francisco De Paula,BR,-29.4481,-50.5836,51.69,97,14,3.49,few clouds
1280,Babu,CN,24.4167,111.5167,64.11,38,21,3.58,few clouds
1281,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.2,86,90,9.22,overcast clouds
1282,Khash,IR,28.2211,61.2158,70.5,24,2,7.54,clear sky
1283,Mahibadhoo,MV,3.7833,72.9667,81.7,70,100,17.63,overcast clouds
1284,Bac Lieu,VN,9.285,105.7244,85.39,67,100,18.37,overcast clouds
1285,Meiganga,CM,6.5167,14.3,76.68,36,4,4.0,clear sky
1286,Wuwei,CN,37.9281,102.6414,49.06,10,0,5.48,clear sky
1287,Denton,US,33.2001,-97.1336,58.15,68,1,1.99,clear sky
1288,Freeport,US,40.6576,-73.5832,33.26,62,1,3.0,clear sky
1289,Yuci,CN,37.6803,112.7319,51.55,13,0,8.95,clear sky
1290,Dobanovci,RS,44.8269,20.2256,39.06,97,40,3.44,mist
1291,Tarboro,US,35.8968,-77.5358,28.31,100,1,0.0,clear sky
1292,Vaasa,FI,63.096,21.6158,33.82,86,90,9.22,overcast clouds
1293,Gold Coast,AU,-28.0,153.4333,78.28,88,75,1.01,broken clouds
1294,Awjilah,LY,29.1081,21.2869,70.75,27,45,0.78,scattered clouds
1295,Charters Towers,AU,-20.1,146.2667,85.73,51,97,12.55,overcast clouds
1296,Teterow,DE,53.7833,12.5667,47.82,79,100,8.14,overcast clouds
1297,General Jose Eduvigis Diaz,PY,-27.1667,-58.4167,70.09,55,13,6.02,few clouds
1298,Cookeville,US,36.1628,-85.5016,34.83,84,1,0.0,clear sky
1299,Antipino,RU,57.1068,65.7576,17.89,84,100,10.02,overcast clouds
1300,Itoman,JP,26.1247,127.6694,70.57,46,20,11.5,few clouds
1301,Turayf,SA,31.6725,38.6637,55.65,82,0,9.22,clear sky
1302,Novoagansk,RU,61.9449,76.6625,11.77,92,100,10.85,overcast clouds
1303,Manggar,ID,-2.8833,108.2667,78.15,78,100,6.53,moderate rain
1304,Karavayevo,RU,55.2961,37.9622,22.37,79,75,11.18,broken clouds
1305,Uglich,RU,57.5275,38.3317,21.58,81,100,11.97,overcast clouds
1306,Marsabit,KE,2.3284,37.9899,74.64,51,54,15.41,broken clouds
1307,Strezhevoy,RU,60.7333,77.5889,4.98,89,100,11.86,overcast clouds
1308,Villa Rica,US,33.7321,-84.9191,35.67,50,0,1.72,clear sky
1309,Alwar,IN,27.5667,76.6,78.82,19,0,5.75,clear sky
1310,Jawhar,SO,2.7809,45.5005,88.65,43,5,7.43,clear sky
1311,Pindobacu,BR,-10.7417,-40.3608,70.18,97,69,3.65,broken clouds
1312,Capao Da Canoa,BR,-29.7456,-50.0097,61.95,74,1,3.4,clear sky
1313,Kerema,PG,-7.9631,145.7785,83.57,76,25,4.59,scattered clouds
1314,Bourne,GB,52.7667,-0.3833,46.56,87,90,6.91,overcast clouds
1315,Anuradhapura,LK,8.3565,80.4173,81.81,82,100,10.07,overcast clouds
1316,Rosarito,MX,32.3333,-117.0333,60.1,81,5,3.42,clear sky
1317,Vaitape,PF,-16.5167,-151.75,80.89,75,42,5.39,scattered clouds
1318,Hohhot,CN,40.8106,111.6522,35.89,30,0,4.47,clear sky
1319,Sehithwa,BW,-20.4667,22.7167,85.48,11,0,7.52,clear sky
1320,Anage,BR,-14.6122,-41.1356,68.67,96,15,3.36,few clouds
1321,Vicosa,BR,-20.7539,-42.8819,62.19,95,13,1.39,few clouds
1322,Kaniama,CD,-7.5667,24.1833,71.4,88,100,3.0,overcast clouds
1323,Yurkivka,UA,49.0126,31.1013,34.5,77,100,2.68,overcast clouds
1324,Shiraz,IR,29.6036,52.5388,58.44,36,0,4.61,clear sky
1325,Partizanskoye,RU,55.5006,94.39,27.68,91,100,16.53,snow
1326,Bredy,RU,52.4153,60.3411,15.28,84,100,7.29,overcast clouds
1327,Kholm,RU,59.2667,32.85,29.82,94,100,15.82,light snow
1328,Lewiston,US,44.1003,-70.2148,27.48,69,1,16.11,clear sky
1329,Mudgee,AU,-32.5943,149.5871,73.45,73,75,3.44,broken clouds
1330,Giyani,ZA,-23.3025,30.7187,72.28,54,25,11.01,scattered clouds
1331,San Ramon,US,37.7799,-121.978,56.39,71,1,0.0,clear sky
1332,Marsaxlokk,MT,35.8419,14.5431,60.08,100,20,2.3,few clouds
1333,Sikonge,TZ,-5.6333,32.7667,87.21,35,12,0.65,few clouds
1334,Dao,PH,11.3937,122.6856,79.54,90,100,9.53,overcast clouds
1335,Sarasota,US,27.167,-82.3332,52.93,73,1,11.5,clear sky
1336,Nhamunda,BR,-2.1861,-56.7131,76.51,78,100,1.39,overcast clouds
1337,Puerto Carreno,CO,6.189,-67.4859,76.12,91,100,2.8,heavy intensity rain
1338,Burnie,AU,-41.0667,145.9167,63.72,78,100,4.07,light rain
1339,Zyryanovsk,KZ,49.7386,84.2719,33.22,100,100,2.42,snow
1340,Nuevo Imperial,PE,-13.0754,-76.3172,64.76,85,100,2.86,overcast clouds
1341,Nandgaon,IN,20.3167,74.65,86.2,41,6,4.88,clear sky
1342,Kipini,KE,-2.5257,40.5262,86.29,67,40,7.47,scattered clouds
1343,Desert Hot Springs,US,33.9611,-116.5017,63.23,38,1,3.44,clear sky
1344,Yershichi,RU,53.6725,32.7542,25.72,90,100,10.22,overcast clouds
1345,Dongsheng,CN,39.8161,109.9776,35.47,28,0,13.29,clear sky
1346,Taywarah,AF,33.35,64.4167,38.43,63,100,7.49,light rain
1347,Canchungo,GW,12.0672,-16.0333,77.13,93,90,4.07,overcast clouds
1348,Kualakapuas,ID,-3.0091,114.3876,82.56,81,89,3.71,overcast clouds
1349,Kokomo,US,40.4864,-86.1336,35.51,68,1,1.99,clear sky
1350,Turbat,PK,26.0023,63.044,88.7,11,0,1.21,clear sky
1351,Cabras,IT,39.93,8.5314,53.6,85,100,8.46,overcast clouds
1352,Mazagao,BR,-0.115,-51.2894,78.85,95,44,3.47,scattered clouds
1353,Karak,JO,31.1667,35.75,48.92,43,70,11.21,broken clouds
1354,Gornyak,RU,50.9942,81.4661,29.25,78,100,10.11,overcast clouds
1355,Bogatoye,RU,53.0601,51.3325,12.16,92,34,3.98,scattered clouds
1356,Show Low,US,34.2542,-110.0298,43.09,93,90,10.36,overcast clouds
1357,Kyaikkami,MM,16.08,97.5675,84.83,61,100,4.16,overcast clouds
1358,Aiquile,BO,-18.2041,-65.1807,58.78,90,100,2.42,overcast clouds
1359,Morant Bay,JM,17.8815,-76.4093,78.42,80,26,5.01,scattered clouds
1360,Tambovka,RU,50.0969,128.0489,23.11,79,88,19.51,overcast clouds
1361,Redcliffe,AU,-27.2307,153.0973,79.0,88,75,8.05,broken clouds
1362,Makarov,RU,48.6333,142.8,30.85,75,59,4.61,broken clouds
1363,Kadoshkino,RU,54.0257,44.4191,14.99,95,77,8.21,broken clouds
1364,Te Kauwhata,NZ,-37.4,175.15,67.84,82,33,3.71,scattered clouds
1365,Maragheh,IR,37.3917,46.2398,53.87,33,0,2.3,clear sky
1366,Murovani Kurylivtsi,UA,48.7235,27.5189,37.47,64,100,7.36,overcast clouds
1367,Sucua,EC,-2.4667,-78.1667,67.05,98,100,2.75,light rain
1368,Springdale,US,36.1867,-94.1288,52.2,56,1,10.0,clear sky
1369,Evensk,RU,61.95,159.2333,10.98,73,100,9.89,overcast clouds
1370,Durusu,TR,41.3053,28.6767,51.98,76,100,23.0,overcast clouds
1371,Nabire,ID,-3.3667,135.4833,82.63,74,86,3.4,overcast clouds
1372,Berdigestyakh,RU,62.0989,126.6992,-9.17,97,100,1.86,overcast clouds
1373,Dubbo,AU,-32.25,148.6167,78.93,53,40,10.36,scattered clouds
1374,Camocim,BR,-2.9022,-40.8411,78.03,83,99,8.93,overcast clouds
1375,Kandrian,PG,-6.2167,149.55,80.78,86,100,4.83,moderate rain
1376,Sampit,ID,-2.5333,112.95,81.86,88,100,3.96,overcast clouds
1377,Dole,FR,47.0833,5.5,37.11,100,2,2.3,mist
1378,Conde,BR,-7.2597,-34.9075,72.86,94,20,0.0,few clouds
1379,Ariogala,LT,55.2667,23.4667,37.98,94,97,12.55,overcast clouds
1380,Panique,PH,12.4797,122.0153,83.3,77,100,12.37,overcast clouds
1381,Tangzhai,CN,34.4328,116.5911,61.88,26,0,12.24,clear sky
1382,Chapleau,CA,47.8405,-83.4034,28.8,79,100,13.8,overcast clouds
1383,Manzanillo,CU,20.3433,-77.1167,71.92,89,59,8.19,broken clouds
1384,Palamos,ES,41.8484,3.1291,55.11,51,100,5.91,light rain
1385,Jaisinghnagar,IN,23.7,81.3833,80.73,24,8,2.17,clear sky
1386,Waingapu,ID,-9.6567,120.2641,85.93,65,100,5.3,overcast clouds
1387,Livingstonia,MW,-10.606,34.1063,80.02,40,51,6.51,broken clouds
1388,Curanilahue,CL,-37.4667,-73.35,49.62,97,52,1.83,broken clouds
1389,Ulaanbaatar,MN,47.9077,106.8832,21.33,53,0,4.47,clear sky
1390,Tekkali,IN,18.6167,84.2333,84.45,66,46,8.03,scattered clouds
1391,Snezhnogorsk,RU,69.1933,33.2531,4.78,73,100,3.69,overcast clouds
1392,Yashkul,RU,46.1711,45.3435,37.0,77,100,13.09,overcast clouds
